X;Y;ID_ARBOL;ALTURA_TOT;DIAMETRO;INCLINACIO;ID_ESPECIE;NOMBRE_COM;NOMBRE_CIE;TIPO_FOLLA;ESPACIO_VE;UBICACION;NOMBRE_FAM;NOMBRE_GEN;ORIGEN;COORD_X;COORD_Y
-58,477563605867445;-34,645014530543939;1;6;35;0;53;WASHINGTONIA (PALMERA WASHINGTONIA);WASHINGTONIA FILIFERA;PALMERA;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;ARECACEAS;WASHINGTONIA;EXOTICO;98.692.305.719;98.253.300.738
-58,477558703265714;-34,645046712418946;2;6;35;0;53;WASHINGTONIA (PALMERA WASHINGTONIA);WASHINGTONIA FILIFERA;PALMERA;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;ARECACEAS;WASHINGTONIA;EXOTICO;98.692.751.564;98.249.733.979
-58,477550639657302;-34,64509097392547;3;6;35;0;53;WASHINGTONIA (PALMERA WASHINGTONIA);WASHINGTONIA FILIFERA;PALMERA;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;ARECACEAS;WASHINGTONIA;EXOTICO;98.693.494.639;98.244.829.684
-58,478129291282471;-34,644567077408865;4;17;50;0;65;OMBU;PHYTOLACCA DIOICA;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;FITOLACACEAS;PHYTOLACCA;NATIVO/AUTOCTONO;98.640.439.091;98.302.938.142
-58,478121116463171;-34,644597907568169;5;17;50;0;65;OMBU;PHYTOLACCA DIOICA;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;FITOLACACEAS;PHYTOLACCA;NATIVO/AUTOCTONO;98.641.182.166;98.299.519.997
-58,478103345362804;-34,644640728043399;6;17;50;0;65;OMBU;PHYTOLACCA DIOICA;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;FITOLACACEAS;PHYTOLACCA;NATIVO/AUTOCTONO;98.642.816.930;98.294.764.318
-58,478095171509679;-34,644676876675199;7;17;50;0;65;OMBU;PHYTOLACCA DIOICA;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;FITOLACACEAS;PHYTOLACCA;NATIVO/AUTOCTONO;98.643.560.005;98.290.751.713
-58,47816488450529;-34,644169178854362;8;26;40;0;42;CATALPA;CATALPA BIGNONIOIDES;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;BIGNONIACEAS;CATALPA;EXOTICO;98.637.169.561;98.347.076.791
-58,478143728287598;-34,64419063572339;9;26;40;0;42;CATALPA;CATALPA BIGNONIOIDES;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;BIGNONIACEAS;CATALPA;EXOTICO;98.639.101.556;98.344.698.952
-58,478103259396342;-34,644175857283464;10;26;40;0;42;CATALPA;CATALPA BIGNONIOIDES;ARBOL LATIFOLIADO CADUCIFOLIO;AVELLANEDA, NICOLAS, PRES.;DIRECTORIO, AV. - LACARRA, AV. - MONTE -  AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.;BIGNONIACEAS;CATALPA;EXOTICO;98.642.816.930;98.346.333.716
-58,455624677627902;-34,684154119808461;11;10;35;0;31;CEIBO;ERYTHRINA CRISTA-GALLI;ARBOL LATIFOLIADO CADUCIFOLIO;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;LEGUMINOSAS;ERYTHRINA;NATIVO/AUTOCTONO;100.703.371.379;93.911.454.569
-58,455609851233163;-34,683981855563736;12;10;35;0;31;CEIBO;ERYTHRINA CRISTA-GALLI;ARBOL LATIFOLIADO CADUCIFOLIO;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;LEGUMINOSAS;ERYTHRINA;NATIVO/AUTOCTONO;100.704.736.154;93.930.561.413
-58,4554199488745;-34,684258673696938;13;10;35;0;31;CEIBO;ERYTHRINA CRISTA-GALLI;ARBOL LATIFOLIADO CADUCIFOLIO;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;LEGUMINOSAS;ERYTHRINA;NATIVO/AUTOCTONO;100.722.137.029;93.899.853.986
-58,45533429988631;-34,684092625041977;14;10;35;0;31;CEIBO;ERYTHRINA CRISTA-GALLI;ARBOL LATIFOLIADO CADUCIFOLIO;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;LEGUMINOSAS;ERYTHRINA;NATIVO/AUTOCTONO;100.729.984.482;93.918.278.442
-58,454840978644178;-34,683720393537428;15;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.775.192.639;93.959.562.871
-58,454729354947041;-34,683603560878723;16;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.785.428.448;93.972.528.229
-58,454625039943579;-34,683517377242389;17;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.794.981.869;93.982.081.651
-58,454487334530242;-34,683415866948913;18;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.807.606.034;93.993.341.041
-58,454353339685532;-34,68331435675239;19;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.819.889.004;94.004.600.431
-58,454249026048039;-34,683222133204602;20;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.829.442.426;94.014.836.240
-58,454133692680976;-34,683114494326993;21;5;12;0;58;BRACHICHITON (ARBOL BOTELLA, BRACHICHITO);BRACHYCHITON POPULNEUS;ARBOL LATIFOLIADO PERENNE;DE LAS VICTORIAS;LARRAZABAL, AV. - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - ROCA, CNEL., AV.;ESTERCULIACEAS;BRACHYCHITON;EXOTICO;100.840.019.429;94.026.778.017
-58,465400449928765;-34,666569342663955;154;12;15;0;214;ALAMO NEGRO DEL CANADA;POPULUS X CANADENSIS;ARBOL LATIFOLIADO CADUCIFOLIO;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;SALICACEAS;POPULUS;EXOTICO;99.807.495.663;95.862.235.776
-58,465384631089066;-34,666601163604099;155;12;15;0;214;ALAMO NEGRO DEL CANADA;POPULUS X CANADENSIS;ARBOL LATIFOLIADO CADUCIFOLIO;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;SALICACEAS;POPULUS;EXOTICO;99.808.947.849;95.858.709.041
-58,465384629036166;-34,666537522422409;156;12;15;0;214;ALAMO NEGRO DEL CANADA;POPULUS X CANADENSIS;ARBOL LATIFOLIADO CADUCIFOLIO;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;SALICACEAS;POPULUS;EXOTICO;99.808.947.849;95.865.762.511
-58,465370991946102;-34,666559968407896;157;12;15;0;214;ALAMO NEGRO DEL CANADA;POPULUS X CANADENSIS;ARBOL LATIFOLIADO CADUCIFOLIO;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;SALICACEAS;POPULUS;EXOTICO;99.810.192.579;95.863.273.051
-58,465368701813695;-34,666591789048901;158;12;15;0;214;ALAMO NEGRO DEL CANADA;POPULUS X CANADENSIS;ARBOL LATIFOLIADO CADUCIFOLIO;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;SALICACEAS;POPULUS;EXOTICO;99.810.400.034;95.859.746.316
-58,464145585896496;-34,668481393596316;1070;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.922.510.768;95.650.121.454
-58,464145570800376;-34,667612322088836;1071;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.922.510.768;95.746.539.268
-58,464136746915145;-34,668396028005894;1072;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.923.327.868;95.659.599.815
-58,464127786233369;-34,667575453688016;1073;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.924.144.968;95.750.624.769
-58,464122442335942;-34,667703637524617;1074;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.924.635.228;95.736.407.227
-58,464120701223706;-34,667970281420914;1075;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.924.798.648;95.706.828.202
-58,464118838462561;-34,66750180671427;1076;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.924.962.068;95.758.795.770
-58,464113496782204;-34,667761058910607;1077;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.925.452.328;95.730.033.846
-58,464111756565295;-34,668082239497643;1078;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.925.615.748;95.694.408.280
-58,464110003530102;-34,667647658679478;1079;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.925.779.168;95.742.617.188
-58,464106407207154;-34,667890685055582;1080;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.926.106.008;95.715.652.883
-58,464102799119161;-34,667436993864605;1081;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.926.432.848;95.765.986.251
-58,464101065935161;-34,668177971799018;1082;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.926.596.269;95.683.785.979
-58,464092108561594;-34,667532726175295;1083;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.927.413.369;95.755.363.949
-58,464083175223301;-34,668325266142496;1084;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.928.230.469;95.667.443.976
-58,464083163201579;-34,667601956333172;1085;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.928.230.469;95.747.683.208
-58,464074327953334;-34,667733114935579;1086;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.047.569;95.733.138.826
-58,464074326979777;-34,667674161217306;1087;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.047.569;95.739.675.627
-58,464074336565204;-34,668254593901935;1088;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.047.569;95.675.288.137
-58,4640671387981;-34,66844605833203;1089;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.701.249;95.654.043.534
-58,464067122633146;-34,667462054108356;1090;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.701.249;95.763.208.111
-58,464065385915738;-34,668007060517688;1091;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.929.864.669;95.702.742.701
-58,464058290762793;-34,66780081273302;1092;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.930.518.349;95.725.621.505
-58,464056432151807;-34,667565178166321;1093;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.930.681.769;95.751.768.709
-58,464047600609433;-34,667927554328294;1094;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.931.498.869;95.711.567.383
-58,464044004782231;-34,668213308612216;1095;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.931.825.709;95.679.863.898
-58,464042249793657;-34,667635850671829;1096;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.931.989.129;95.743.924.548
-58,464029699405963;-34,667420768889016;1097;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.933.133.069;95.767.783.871
-58,464026209263061;-34,667494416006228;1098;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.933.459.910;95.759.612.870
-58,464022612047323;-34,66769624689789;1099;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.933.786.750;95.737.224.327
-58,464017264201914;-34,667585731268701;1100;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.934.277.010;95.749.480.829
-58,464017272829985;-34,668130827790719;1101;21;32;0;330;EUCALIPTO;EUCALYPTUS SP.;ARBOL LATIFOLIADO PERENNE;INDOAMERICANO;LACARRA, AV. - ESCALADA, AV. - CASTAÃ‘ARES, AV. - FERNANDEZ  DE LA CRUZ, FRANCISCO, GRAL. AV.;MIRTACEAS;EUCALYPTUS;EXOTICO;99.934.277.010;95.689.015.419
